Date,Close,High,Low,Open,Volume
2021-01-04,20.123842239379883,20.8460195888753,19.929570980699538,20.70665118228156,7152200
2021-01-05,20.389904022216797,20.43213759973467,19.992918059826287,20.098499587051595,5332000
2021-01-06,20.7362117767334,20.858686737766057,20.246313543649055,20.288547122132535,7418800
2021-01-07,20.99382972717285,21.031839140040454,20.423690145205043,20.803782662834852,5908200
2021-01-08,21.433048248291016,21.500620355666445,20.93892751517935,20.93892751517935,7554200
2021-01-11,21.31902313232422,21.49217678348293,21.22188831445922,21.24722846257258,4518000
2021-01-12,21.80047607421875,21.914504331508567,21.247229831980494,21.285239251077098,6748400
2021-01-13,21.41193389892578,21.80047314318925,21.399263020232848,21.762463729202935,6633400
2021-01-14,21.251455307006836,21.55130653719749,21.090970891970237,21.530190548361627,4419600
2021-01-15,21.31902313232422,21.369701817504577,20.917812981284378,21.22188831445922,5290600
2021-01-19,21.29368019104004,21.601979647316174,21.074072047049857,21.45416455261392,8838000
2021-01-20,20.567283630371094,21.323247818287314,20.153404200657675,21.116307297907408,13281800
2021-01-21,20.343448638916016,20.744658779302718,20.204081855608987,20.609514548379288,8146600
2021-01-22,20.153404235839844,20.377236578053566,20.081607953157498,20.343449713015662,7833000
2021-01-25,20.32655906677246,20.37723775621303,19.807098069628772,20.106949264468003,6463800
2021-01-26,20.106950759887695,20.50816097449387,20.001369209256943,20.453258117072828,4724400
2021-01-27,20.195636749267578,20.250539600907626,19.617050363826344,19.883116294493487,8923200
2021-01-28,19.701513290405273,20.482815934198477,19.697289127202026,20.161848805739417,6890200
2021-01-29,19.253847122192383,19.845104311485862,19.22850697600681,19.600154398164033,7538800
2021-02-01,19.60437774658203,19.756415407778096,19.431224101563465,19.519913811292035,5630000
2021-02-02,19.865142822265625,20.057508938288713,19.595827976826943,19.912166230437965,7202800
2021-02-03,20.091707229614258,20.190028154413355,19.70697175803628,19.813842541172523,6705800
2021-02-04,20.143001556396484,20.164375383492388,19.61292346925679,19.9292600240005,8445000
2021-02-05,20.219955444335938,20.356749940655444,20.066061228296732,20.25842899834574,4927800
2021-02-08,20.292625427246094,20.514916858466716,20.224228189233504,20.309723513710153,4700000
2021-02-09,20.224227905273438,20.279799539259244,19.92498938165029,20.26697556691156,4844600
2021-02-10,20.373849868774414,20.45507109219522,20.121634707845654,20.369575754160284,4361400
2021-02-11,20.121631622314453,20.497817248714725,19.984837145572317,20.44651972761612,3063200
2021-02-12,20.258426666259766,20.275526384010995,20.070334663152753,20.121632185687606,4971400
2021-02-16,19.93354034423828,20.36102350717281,19.907890767403423,20.30545023939004,4945800
2021-02-17,20.070335388183594,20.10880893915428,19.80957039057327,19.869417774145692,3735800
2021-02-18,20.215679168701172,20.352473650397293,19.835219414563905,19.916440628471335,4969800
2021-02-19,20.19002914428711,20.497817536639698,20.14728148122428,20.194304889024682,4292800
2021-02-22,19.801023483276367,20.155835354091487,19.779649647488274,20.10881193692619,5677000
2021-02-23,20.00621223449707,20.0575097588205,19.544531254148417,19.788196533083326,6408800
2021-02-24,20.048961639404297,20.13445697016869,19.647126409648468,19.86086799799726,6745400
2021-02-25,19.783924102783203,20.215683094440116,19.724076709259077,20.006215586386507,5334800
2021-02-26,19.82239532470703,20.057510756159086,19.66850111336562,19.830945184305882,8979800
2021-03-01,20.720109939575195,20.856904424625803,19.85231798855673,19.85231798855673,10459200
2021-03-02,20.29690170288086,20.728660638778354,20.207130624188135,20.728660638778354,7501400
2021-03-03,19.856592178344727,20.36957227246784,19.85231643374239,20.181478647215396,7503000
2021-03-04,18.88193130493164,19.753997384754726,18.539945086585014,19.728349437578053,12122600
2021-03-05,19.313684463500977,19.37780757373338,18.642536200800457,19.035819826785133,8355000
2021-03-08,19.091400146484375,19.46758582893227,19.061476452158647,19.266668197843217,6584200
2021-03-09,19.531707763671875,19.655678289028078,19.33506587355318,19.39918900893579,7146400
2021-03-10,19.72835350036621,19.869422131045848,19.5146118660425,19.58728323896732,5249200
2021-03-11,19.82239532470703,20.001939114845,19.685600832563328,19.79247163147053,4707400
2021-03-12,20.155834197998047,20.18575789252885,19.80102234753414,19.90361903643908,6484400
2021-03-15,20.574764251708984,20.664535320901045,20.279799837622527,20.339648847802685,8266000
2021-03-16,20.399499893188477,20.750036005071976,20.39522414776212,20.532018648462067,7298000
2021-03-17,20.6944580078125,20.754305384373765,20.352471834091894,20.433693040750942,5791400
2021-03-18,20.305450439453125,20.66881047924,20.262702775026035,20.52774188205551,6147400
2021-03-19,20.361024856567383,20.49781934731476,20.061786296537885,20.31400144461317,31366400
2021-03-22,20.510639190673828,20.56193670669377,20.190026861791587,20.31399735366519,5880400
2021-03-23,20.390949249267578,20.677362214499244,20.322552001546658,20.476446216598486,5842000
2021-03-24,20.617515563964844,20.78850950474222,20.390949978546033,20.390949978546033,5303000
2021-03-25,21.040719985961914,21.12194119285249,20.50209033393769,20.694458066803485,6484800
2021-03-26,21.61354637145996,21.634920200561883,21.0321690878633,21.04926880343229,5445400
2021-03-29,21.66484832763672,21.844390485752218,21.532327950895066,21.63492463461747,5923800
2021-03-30,21.639196395874023,21.703319520067332,21.382707160538363,21.532325609364367,4915400
2021-03-31,21.49385643005371,21.78454515890585,21.46820847973795,21.703323931707416,6502800
2021-04-01,21.848663330078125,21.870037160722834,21.481027572401626,21.532325092092677,5881200
2021-04-05,21.989734649658203,22.032483946978992,21.758894967001744,21.976910675821443,6159000
2021-04-06,21.91706085205078,22.088053130154446,21.835839642255447,21.899961135024782,5785400
2021-04-07,21.344236373901367,21.88714023530312,21.322862539977628,21.870040515876532,6995000
2021-04-08,21.468204498291016,21.532325992907698,21.3014863292813,21.391257400175945,7039400
2021-04-09,21.399810791015625,21.472482156386178,21.044998932176096,21.425458740808015,8735400
2021-04-12,21.677671432495117,21.73751881613425,21.30576152650984,21.374158769342984,11463600
2021-04-13,21.365612030029297,21.378436005333455,20.76286072994676,20.993702069736447,15134600
2021-04-14,21.399810791015625,21.775994854202757,21.220266988873465,21.36988709577845,8620000
2021-04-15,21.540874481201172,21.562248311380227,21.2886593713634,21.51522653727379,7102600
2021-04-16,21.604995727539062,21.656293241660855,21.34423078211555,21.493849211103512,7642200
2021-04-19,21.716144561767578,21.750343997879423,21.374158354243455,21.634923347080246,5402400
2021-04-20,21.85721778869629,21.934164899787046,21.690499591572678,21.934164899787046,5583000
2021-04-21,22.254772186279297,22.28042013024808,21.899960408003135,21.938433954675023,4891000
2021-04-22,22.122257232666016,22.400121985460576,22.096607651714187,22.22912804055329,6763200
2021-04-23,22.427419662475586,22.56495832490781,22.15234233761114,22.255495514640213,4465800
2021-04-26,22.31566619873047,22.50908043542313,22.221109402695184,22.423118370271943,4425400
2021-04-27,22.311368942260742,22.3414554192721,22.12655107513952,22.208214135657492,5002400
