Date,Close,High,Low,Open,Volume
2019-01-02,78.5891342163086,78.77674685446553,76.73181561704243,76.73181561704243,2471200
2019-01-03,77.93252563476562,79.09569562965544,76.8350182890222,77.81995802621809,2978700
2019-01-04,80.05245208740234,80.68094528369357,78.20451648454245,78.83300252414553,3146000
2019-01-07,83.4200439453125,84.43313064157282,79.03939117188308,79.49902957499219,3892100
2019-01-08,85.86832427978516,86.05592972696529,83.35437264145038,83.87029835622936,4593500
2019-01-09,84.74264526367188,86.20599451775782,84.32052955301816,86.17785442460583,3310400
2019-01-10,85.1084976196289,85.19291790868155,81.99420052198063,82.64144420811424,2830600
2019-01-11,85.55876159667969,86.36547783319585,84.78018545918573,84.97717330902967,2105100
2019-01-14,85.01470184326172,85.99964831887621,84.52692339341607,84.83647881794508,2394700
2019-01-15,85.22107696533203,85.73700270217584,84.63011334042042,84.9959489877499,2818700
2019-01-16,84.65824127197266,86.0183985183761,84.37682597293619,85.36177236287547,2189000
2019-01-17,85.1741714477539,85.24920932900976,83.72020425350495,84.11417996768085,2408400
2019-01-18,87.24725341796875,87.58494897501177,85.25860259945874,85.9996563409315,2931500
2019-01-22,85.95275115966797,87.03150045520417,85.32426499117535,86.4686769139169,2467800
2019-01-23,85.8401870727539,86.18725787740867,85.04285316032006,86.16850019473381,1665200
2019-01-24,85.54937744140625,86.14972339732088,84.74266122126691,86.14972339732088,2547300
2019-01-25,86.7782211303711,86.94706888656373,86.03716748689725,86.51557065555782,1668700
2019-01-28,85.86832427978516,86.53433292097043,85.30550078155568,86.53433292097043,2362200
2019-01-29,85.80266571044922,85.9246085412073,84.98656694762057,85.86832833573271,1722200
2019-01-30,86.57188415527344,87.05966277373807,85.65259998313556,86.14038575829164,1603500
2019-01-31,86.41238403320312,86.89078003695451,85.9715033909044,86.55308453037202,2854200
2019-02-01,86.04655456542969,86.80636593109813,85.41806128759045,86.72193847008548,1815500
2019-02-04,86.61874389648438,86.61874389648438,85.38991188941301,86.0653028772254,1962600
2019-02-05,87.41607666015625,87.60368206954905,86.41237269086074,86.58122042198931,1533600
2019-02-06,86.91893768310547,87.24725081022606,86.02779387327594,87.16282334514396,1393200
2019-02-07,86.853271484375,86.96583905689897,85.89647216633524,86.4499204520493,1518100
2019-02-08,87.19094848632812,87.41608358345519,86.3654746002601,86.60936737713699,1656700
2019-02-11,88.29784393310547,88.78562952148374,87.2097195131724,87.47236998844284,1773100
2019-02-12,88.88882446289062,89.23589527633916,88.2134333624542,88.76687447400158,1541200
2019-02-13,88.77625274658203,89.24527352700848,88.09148641490535,89.23589110752698,2189200
2019-02-14,87.5099105834961,88.3166270137142,86.637531520897,88.2978621720681,1996600
2019-02-15,88.18528747558594,88.82315601119682,87.76316448715416,88.47607806382256,2342600
2019-02-19,87.86632537841797,88.15712304308373,87.05023404139715,88.15712304308373,2225300
2019-02-20,88.14775085449219,88.50420400746181,87.56616261436378,87.94138060294057,2358100
2019-02-21,87.73503875732422,88.18530192073544,87.37858548894589,88.1102568673852,1624600
2019-02-22,88.52298736572266,88.56988515117777,87.6975061867915,87.82883143676884,1602600
2019-02-25,88.04458618164062,89.310940925162,87.91326092863483,88.83253769967543,1826400
2019-02-26,88.4948501586914,88.95449574251334,87.82884141338494,88.09149909986469,2022100
2019-02-27,88.90757751464844,89.32031808934556,87.74440798931637,88.00705847987305,2659600
2019-02-28,88.95448303222656,89.50792411853455,88.14776671646065,88.98262313401318,2685900
2019-03-01,88.98261260986328,90.24896713731113,88.71057973028454,89.84560902713413,1997500
2019-03-04,87.80069732666016,89.64864052892344,87.39733912943167,89.50793284957585,1755200
2019-03-05,88.33537292480469,89.55482982841839,87.65060658648545,89.21713429070043,3723000
2019-03-06,88.57926940917969,90.52101525321422,87.70689042668941,88.17591123111022,4341600
2019-03-07,86.68441772460938,87.98829482616003,85.47434334093579,87.78192455281729,3599800
2019-03-08,83.54198455810547,86.00903860403793,83.15739121459664,85.81205072223736,3061900
2019-03-11,85.11788940429688,85.30550201086972,83.48569908890363,83.785872102731,2375200
2019-03-12,85.51187133789062,85.54001143938773,84.45187980357244,85.2023159080443,2115400
2019-03-13,85.07099151611328,85.905847933446,85.03346899484461,85.6056749199858,2007500
